,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Bubaque,0,GW,1559780122,86,11.28,-15.83,79.25,13.94
377,Cayenne,40,GF,1559780123,83,4.94,-52.33,80.6,3.36
378,Talnakh,0,RU,1559780125,80,69.49,88.39,39.2,15.66
379,Nahawan,40,PH,1559780126,78,9.97,124.05,82.4,3.36
380,Beloha,0,MG,1559780127,69,-25.17,45.06,68.09,5.55
381,Khani,75,GE,1559780129,94,41.96,42.96,71.6,2.24
382,Blythe,1,US,1559780130,11,33.61,-114.59,105.8,23.04
383,Lloydminster,75,CA,1559780131,37,53.28,-110.01,66.2,10.29
384,Port Lincoln,0,AU,1559780132,62,-34.72,135.86,55.31,6.85
385,Codrington,3,AU,1559780134,71,-28.95,153.24,61.0,4.7
386,Waipawa,10,NZ,1559780135,68,-39.94,176.59,52.0,4.0
387,Svetlogorsk,40,RU,1559780136,53,53.14,59.15,51.8,6.71
388,Skowhegan,40,US,1559780137,63,44.77,-69.72,66.99,4.7
389,Carutapera,73,BR,1559780139,92,-1.2,-46.02,77.09,5.08
390,Parfenyevo,71,RU,1559780140,89,58.48,43.41,57.29,6.22
391,Neryungri,99,RU,1559780141,46,56.66,124.71,68.63,1.57
392,Ust-Tsilma,69,RU,1559780142,89,65.44,52.15,48.29,9.53
393,Zamora,0,ES,1559780143,65,41.51,-5.74,46.99,4.7
394,Souillac,0,FR,1559780145,93,45.6,-0.6,53.6,1.12
395,Abu Samrah,53,SY,1559780146,30,35.3,37.18,77.63,5.32
396,Ayapel,91,CO,1559780147,89,8.31,-75.14,79.79,5.7
397,La Paz,5,MX,1559780149,42,24.15,-110.32,84.2,13.87
398,Port Blair,100,IN,1559780150,80,11.67,92.75,85.01,12.39
399,Coahuayana,97,MX,1559780151,50,18.62,-100.35,87.89,2.75
400,Nelson,71,CA,1559780153,63,49.49,-117.29,56.75,6.42
401,Tulum,75,MX,1559780154,66,20.21,-87.46,87.8,9.17
402,Ormara,6,PK,1559780156,29,25.21,64.64,90.05,5.66
403,Chinhoyi,0,ZW,1559780157,63,-17.36,30.19,56.03,3.38
404,Jaguarao,51,BR,1559780158,89,-32.57,-53.38,54.95,8.23
405,Wewak,100,PG,1559780159,77,-3.55,143.63,81.95,5.73
406,Nara,40,JP,1559780161,78,34.68,135.8,80.01,3.36
407,Sao Gabriel da Cachoeira,100,BR,1559780162,96,-0.13,-67.09,75.47,2.21
408,Ola,66,RU,1559780163,68,59.58,151.3,49.19,16.17
409,Geraldton,40,CA,1559780164,32,49.72,-86.95,66.2,4.7
410,Iberia,0,PE,1559780165,73,-11.41,-69.49,72.05,1.39
411,Varkaus,5,FI,1559780167,100,62.32,27.87,61.0,4.68
412,Paamiut,100,GL,1559780168,72,61.99,-49.67,40.37,24.7
413,Srednekolymsk,94,RU,1559780169,49,67.46,153.71,45.23,15.5
414,Katima Mulilo,0,NA,1559780170,37,-17.5,24.28,46.4,1.12
415,Ploemeur,20,FR,1559780172,81,47.73,-3.43,54.0,2.06
416,Brejo da Madre de Deus,51,BR,1559780173,97,-8.14,-36.37,65.75,7.76
417,Biloela,98,AU,1559780174,44,-24.4,150.51,63.05,17.52
418,Padang,40,ID,1559780175,94,-0.92,100.36,77.0,2.24
419,Mataram,65,ID,1559780177,97,-5.32,105.06,74.21,0.74
420,Soyo,21,AO,1559780178,87,-6.13,12.37,75.11,7.58
421,Mozarlandia,1,BR,1559780179,56,-14.74,-50.57,73.85,5.5
422,Hamilton,90,CA,1559779963,93,43.26,-79.87,66.0,3.36
423,Marshfield,1,US,1559779995,82,42.09,-70.71,77.0,8.05
424,Margate,75,AU,1559780183,58,-43.03,147.26,57.99,4.7
425,Ulaangom,20,MN,1559780184,42,49.98,92.07,58.01,2.35
426,Sydney,20,AU,1559779903,47,-33.85,151.22,59.0,9.17
427,Varazdin,99,HR,1559780186,93,46.3,16.34,64.0,1.12
428,Kununurra,0,AU,1559780187,25,-15.77,128.74,62.6,14.99
429,Lima,90,PE,1559779915,88,-12.06,-77.04,62.6,8.05
430,Vanimo,100,PG,1559780190,71,-2.67,141.3,83.21,4.97
431,Erenhot,76,CN,1559780191,16,43.65,111.97,76.73,23.4
432,Watertown,1,US,1559780193,30,44.9,-97.12,82.4,3.36
433,Pavlovka,0,RU,1559780194,85,52.69,47.13,55.31,4.68
434,Miraflores,91,CO,1559780195,99,5.2,-73.14,56.93,2.15
435,Harper,40,US,1559780145,55,30.3,-99.24,91.99,8.05
436,Kilindoni,0,TZ,1559780198,75,-7.91,39.67,80.33,12.88
437,Heinola,0,FI,1559780199,82,61.2,26.03,60.8,2.24
438,Chokurdakh,0,RU,1559780200,42,70.62,147.9,42.17,6.08
439,Tekeli,100,KZ,1559780201,63,44.86,78.76,63.05,12.1
440,Marawi,100,PH,1559780202,87,8.0,124.29,78.01,5.01
441,Tongliao,100,CN,1559780204,51,43.61,122.27,74.75,12.97
442,Muroto,0,JP,1559780205,50,33.37,134.14,77.0,2.24
443,Puerto Madryn,0,AR,1559780206,38,-42.77,-65.04,56.75,13.11
444,Carballo,0,ES,1559780207,81,43.21,-8.69,54.0,6.93
445,Havelock,40,US,1559780209,74,34.88,-76.9,79.0,18.34
446,La Roda,0,ES,1559780210,53,39.21,-2.16,57.0,1.12
447,Dolores,100,AR,1559780211,80,-36.31,-57.68,55.13,8.32
448,Boa Vista,75,BR,1559780213,78,2.82,-60.67,82.4,1.12
449,Cheremukhovo,37,RU,1559780214,84,56.23,46.23,56.21,5.75
450,Majene,84,ID,1559780215,80,-3.54,118.97,82.31,22.57
451,Jalpa,75,MX,1559780217,39,21.63,-102.98,78.8,16.11
452,Ezhou,100,CN,1559780218,81,30.41,114.88,74.93,9.4
453,Abu Kamal,100,SY,1559780219,19,34.45,40.92,91.85,11.48
454,Kamnik,75,SI,1559780220,88,46.23,14.61,66.0,3.4
455,Hastinapur,0,IN,1559780222,22,29.15,77.99,92.93,6.82
456,Agadez,1,NE,1559780223,48,16.97,7.99,86.0,15.75
457,Sumbe,20,AO,1559780224,87,-11.2,13.84,74.21,12.37
458,Baykit,18,RU,1559780225,44,61.68,96.39,62.33,2.15
459,Yumen,100,CN,1559780227,24,40.29,97.04,73.49,15.77
460,Phan Thiet,96,VN,1559780105,71,10.93,108.1,81.59,5.57
461,Mandalgovi,14,MN,1559780229,47,45.76,106.27,57.47,14.05
462,Sao Joao da Barra,0,BR,1559780230,93,-21.64,-41.05,66.2,3.83
463,Xuddur,84,SO,1559780231,79,4.12,43.89,73.67,19.08
464,Kungalv,0,SE,1559780232,72,57.87,11.98,66.2,5.82
465,Yatou,75,CM,1559780234,94,3.63,9.81,73.4,2.24
466,Dukat,74,RS,1559780235,92,42.44,22.31,57.99,1.01
467,Kapuskasing,75,CA,1559780236,47,49.42,-82.43,59.0,5.82
468,College,40,US,1559780237,29,64.86,-147.8,69.01,6.93
469,Aksarka,100,RU,1559780239,96,66.56,67.8,31.73,13.04
470,Katete,99,UG,1559780240,92,-0.78,29.75,62.87,2.44
471,Yuanping,0,CN,1559780241,59,38.72,112.71,58.91,3.47
472,Vestmannaeyjar,24,IS,1559780242,59,63.44,-20.27,48.47,20.13
473,Smithers,75,CA,1559780244,41,54.78,-127.17,59.0,5.82
474,Palora,75,EC,1559780245,83,-1.7,-77.97,71.6,0.81
475,Arlit,90,NE,1559780246,20,18.74,7.39,98.87,2.89
476,Sosnovo-Ozerskoye,1,RU,1559780247,72,52.53,111.54,50.27,5.84
477,Sarahan,53,IN,1559780248,23,31.51,77.79,56.75,8.12
478,Manzanillo,16,CU,1559780250,68,20.34,-77.12,84.83,3.15
479,Ivankiv,99,UA,1559780251,100,50.93,29.9,64.0,2.24
480,Pedernales,76,EC,1559780252,88,0.07,-80.05,77.09,15.84
481,Klaksvik,93,FO,1559780254,93,62.23,-6.59,44.6,6.93
482,Lethem,88,GY,1559780255,71,3.38,-59.8,81.95,9.55
483,Naruto,20,JP,1559780257,78,34.18,134.62,77.0,10.29
484,Jieshi,93,CN,1559780258,75,22.82,115.83,84.47,6.6
485,Shwebo,98,MM,1559780259,67,22.57,95.7,84.29,12.91
486,Baglung,13,NP,1559780108,63,28.27,83.59,56.57,1.9
487,Bonnyville,40,CA,1559780261,28,54.27,-110.74,68.0,8.05
488,Manvi,70,IN,1559780263,54,16.0,77.05,88.97,14.34
489,Chirongui,20,YT,1559780264,83,-12.93,45.15,78.8,12.75
490,Basmat,39,IN,1559780265,26,19.33,77.16,96.53,8.21
491,Port Hedland,0,AU,1559780266,25,-20.31,118.58,60.8,13.87
492,Luganville,75,VU,1559780268,83,-15.51,167.18,77.0,2.24
493,Ayan,1,TR,1559780269,93,40.67,33.6,52.07,2.08
494,Bilibino,82,RU,1559780270,31,68.06,166.44,47.57,7.78
495,Udachnyy,0,RU,1559780271,81,66.42,112.4,51.8,2.24
496,Agadir,0,MA,1559780272,72,30.42,-9.58,64.4,3.36
497,Hanyang,67,CN,1559780274,75,32.14,105.51,71.01,5.03
498,Yabelo,100,ET,1559780275,90,4.89,38.09,62.33,3.33
499,Discovery Bay,20,JM,1559780276,74,18.46,-77.4,84.2,8.05
500,Chateauroux,75,FR,1559780277,93,43.72,0.65,53.6,3.36
501,Gonbad-e Qabus,0,IR,1559780279,60,37.25,55.17,73.4,2.24
502,Mackenzie,1,CA,1559780280,38,55.34,-123.09,59.0,14.99
503,Raudeberg,53,NO,1559780281,87,61.99,5.14,53.01,11.41
504,Bar Harbor,90,US,1559780282,82,44.39,-68.2,64.0,11.41
505,Opuwo,0,NA,1559780284,25,-18.06,13.84,58.19,4.07
506,Sungairaya,95,ID,1559780048,76,0.7,108.9,84.47,13.04
507,Mongo,100,CF,1559780286,92,4.83,22.92,69.89,2.42
508,Riyadh,0,SA,1559780000,15,24.63,46.72,82.4,3.36
509,General Bravo,77,MX,1559780288,42,25.79,-99.18,95.27,9.26
510,Mglin,1,RU,1559780290,94,53.06,32.85,59.27,7.09
511,Badarwas,0,IN,1559780291,19,24.97,77.57,94.37,7.65
512,Bogande,61,BF,1559780292,26,12.97,-0.14,96.17,9.78
513,Nemuro,75,JP,1559780293,87,43.32,145.57,51.8,6.93
514,Changchun,0,CN,1559780294,52,43.88,125.32,69.8,6.71
515,Lavrentiya,19,RU,1559780296,49,65.58,-170.99,57.83,5.44
516,Auki,37,NG,1559780297,40,12.18,6.51,88.61,13.04
517,Puro,94,PH,1559780298,73,13.13,123.76,84.11,6.24
518,Rock Sound,1,BS,1559780300,77,24.9,-76.2,81.23,9.01
519,Ereymentau,45,KZ,1559780301,69,51.62,73.1,48.29,3.36
520,Campobasso,8,IT,1559780302,97,41.56,14.66,54.23,5.55
521,Pamplonita,40,CO,1559780303,43,7.44,-72.64,87.8,17.22
522,Antigonish,75,CA,1559780032,87,45.62,-61.99,52.0,3.36
523,Kiama,0,AU,1559780306,53,-34.67,150.86,63.0,8.05
524,Banjar,83,ID,1559780307,93,-7.37,108.54,72.41,2.17
525,Wahiawa,40,US,1559780308,48,21.5,-158.02,87.8,17.22
526,Leh,74,IN,1559780309,55,34.16,77.58,30.29,3.51
527,Ozinki,0,RU,1559780311,79,51.2,49.73,60.35,6.69
528,Aksu,40,KZ,1559780312,81,52.04,76.93,50.0,6.71
529,Salinopolis,89,BR,1559780313,76,-0.61,-47.36,82.67,10.42
530,Zyryanka,69,RU,1559780314,47,65.73,150.89,52.43,9.64
531,Barmer,0,IN,1559780315,56,25.74,71.4,90.05,14.14
532,Ingham,95,AU,1559780317,37,-18.65,146.16,64.13,5.12
533,Pozo Colorado,0,PY,1559780318,83,-23.49,-58.8,62.69,5.57
534,Channahon,40,US,1559780319,65,41.43,-88.23,82.99,7.47
535,Deputatskiy,0,RU,1559780320,38,69.3,139.9,45.05,9.17
536,Antofagasta,90,CL,1559780307,67,-23.65,-70.4,59.0,10.29
537,Pitimbu,20,BR,1559780323,83,-7.47,-34.81,77.0,6.93
538,Grindavik,0,IS,1559780295,75,63.84,-22.43,42.8,17.22
539,Roald,51,NO,1559780325,87,62.58,6.12,51.01,5.82
540,Calbiga,78,PH,1559780326,72,11.63,125.02,84.29,5.86
541,Itoman,75,JP,1559780327,83,26.12,127.67,86.0,8.05
542,Sanquelim,75,IN,1559780329,83,15.56,74.01,84.2,5.82
543,Cabo San Lucas,5,MX,1559780246,60,22.89,-109.91,84.0,16.11
544,Torbat-e Jam,0,IR,1559780331,30,35.24,60.63,70.07,8.25
545,Ancud,90,CL,1559780332,100,-41.87,-73.83,48.2,16.11
546,Mitsamiouli,2,KM,1559780333,72,-11.38,43.28,80.33,11.1
547,Bozova,0,TR,1559780335,28,37.36,38.53,73.0,8.05
548,Aklavik,40,CA,1559780336,29,68.22,-135.01,62.6,12.75
549,Atasu,4,KZ,1559780337,62,48.68,71.64,49.91,8.95
550,Quepos,40,CR,1559780338,88,9.43,-84.16,73.4,10.29
551,Oyem,100,GA,1559780339,98,1.6,11.57,69.71,3.04
552,Damavand,0,IR,1559780341,27,35.72,52.07,78.8,4.7
553,Vila Franca do Campo,20,PT,1559780342,82,37.72,-25.43,62.6,14.99
