,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Suntar,37,RU,1559770964,61,62.16,117.65,56.25,1.83
375,Uspenka,81,UA,1559770921,67,48.39,39.16,63.63,9.33
376,Nanga Eboko,100,CM,1559770967,98,4.68,12.37,70.65,5.84
377,Shihezi,29,CN,1559770968,34,44.3,86.03,74.25,5.66
378,Lingyuan,100,CN,1559770969,67,41.24,119.4,62.37,4.9
379,Jalu,0,LY,1559770971,21,29.03,21.55,85.23,7.72
380,Bull Savanna,69,JM,1559770972,70,17.89,-77.59,86.31,9.19
381,Vilyuysk,87,RU,1559770973,60,63.75,121.63,56.97,4.21
382,Sidney,1,US,1559770782,21,47.72,-104.16,86.0,19.46
383,Poya,100,NC,1559770976,68,-21.35,165.16,72.09,12.1
384,Saint Anthony,1,US,1559770978,31,43.97,-111.68,75.99,12.75
385,Okmulgee,1,US,1559770979,74,35.62,-95.96,89.6,12.75
386,Lompoc,1,US,1559770980,72,34.64,-120.46,82.4,13.87
387,Bijie,75,CN,1559770981,81,27.3,105.3,60.75,2.59
388,Abu Zabad,53,SD,1559770983,60,12.35,29.25,80.91,7.96
389,Eureka,1,US,1559770850,77,40.8,-124.16,64.0,13.87
390,Stulovo,0,RU,1559770986,72,55.85,38.31,69.01,2.24
391,Bud,66,NO,1559770987,87,62.91,6.91,57.2,2.24
392,Tazovskiy,74,RU,1559770988,84,67.47,78.7,41.85,8.75
393,Buzdyak,5,RU,1559770990,92,54.57,54.53,53.55,5.21
394,Susanville,1,US,1559770991,19,40.42,-120.65,87.8,11.41
395,Atlacomulco,90,MX,1559770992,82,19.8,-99.87,59.0,6.93
396,Margate,20,AU,1559770994,53,-43.03,147.26,51.8,6.93
397,Rincon,75,US,1559770838,78,32.3,-81.24,84.2,11.41
398,Cavalcante,1,BR,1559770996,68,-13.79,-47.46,67.23,8.19
399,Sao Joao da Barra,40,BR,1559770998,88,-21.64,-41.05,68.0,4.45
400,Vila Franca do Campo,75,PT,1559771000,77,37.72,-25.43,62.6,19.46
401,Dubuque,1,US,1559770810,58,42.5,-90.66,86.0,5.82
402,Vargem Grande do Sul,0,BR,1559771003,82,-21.83,-46.89,59.0,2.24
403,Port Keats,0,AU,1559771004,34,-14.25,129.55,65.59,19.8
404,Henties Bay,0,NA,1559771005,96,-22.12,14.28,54.0,1.99
405,Viransehir,100,TR,1559771006,23,37.24,39.76,75.85,4.27
406,Tura,100,IN,1559770932,76,25.52,90.21,79.29,8.55
407,Jacmel,75,HT,1559771009,55,18.24,-72.54,91.4,9.17
408,Bokaa,0,BW,1559771010,46,-24.43,26.02,53.6,4.7
409,Bonthe,100,SL,1559771012,85,7.53,-12.5,78.91,4.85
410,Eluru,58,IN,1559771013,70,16.71,81.12,87.01,13.78
411,Te Anau,96,NZ,1559771014,92,-45.41,167.72,38.59,6.04
412,Plettenberg Bay,81,ZA,1559771015,86,-34.05,23.37,51.91,11.48
413,Alekseyevsk,75,RU,1559771017,96,57.84,108.35,46.33,2.01
414,Beloha,0,MG,1559771018,66,-25.17,45.06,69.91,6.26
415,Nador,90,MA,1559771019,46,35.17,-2.93,69.8,18.34
416,Bilibino,82,RU,1559771021,35,68.06,166.44,42.55,7.92
417,Nhulunbuy,90,AU,1559771022,69,-12.18,136.78,73.4,14.99
418,Tara,75,JP,1559771023,94,33.0,130.15,73.99,6.93
419,Pringsewu,63,ID,1559771024,97,-5.36,104.98,72.61,2.55
420,Muros,75,ES,1559771026,81,42.77,-9.06,59.0,2.24
421,Honiara,40,SB,1559771027,88,-9.43,159.96,78.8,12.28
422,Zheleznodorozhnyy,0,RU,1559771028,72,55.75,38.0,69.01,2.24
423,Port-Cartier,40,CA,1559771030,62,50.03,-66.88,53.6,6.93
424,Buchanan,75,LR,1559771031,88,5.88,-10.05,78.8,10.33
425,Ola,77,RU,1559771032,75,59.58,151.3,46.51,12.17
426,Manzhouli,2,CN,1559771034,66,49.6,117.43,48.13,1.21
427,Severo-Yeniseyskiy,39,RU,1559771035,52,60.37,93.04,52.99,2.93
428,Berlevag,75,NO,1559771036,80,70.86,29.09,42.8,12.75
429,Requena,0,ES,1559771037,68,39.49,-1.1,69.01,6.93
430,Hanna,22,CA,1559771039,28,51.64,-111.93,72.0,5.01
431,Ruidoso,75,US,1559770847,58,33.33,-105.67,84.2,10.29
432,Nova Olimpia,0,BR,1559771045,58,-14.8,-57.29,79.81,2.62
433,Lokosovo,98,RU,1559771046,44,61.13,74.84,60.91,9.44
434,Wanlaweyn,26,SO,1559771048,88,2.62,44.89,76.03,9.24
435,Cockburn Town,0,TC,1559771049,79,21.46,-71.14,81.79,12.24
436,Port-Gentil,20,GA,1559771050,94,-0.72,8.78,75.2,9.17
437,Port Lincoln,0,AU,1559771052,61,-34.72,135.86,55.33,4.03
438,Yumen,100,CN,1559771053,21,40.29,97.04,72.97,5.03
439,Kudat,75,MY,1559771054,83,6.89,116.84,82.4,5.82
440,Grenada,1,US,1559770769,69,33.77,-89.81,84.0,5.82
441,Viedma,98,AR,1559771056,33,-40.81,-62.99,60.19,10.51
442,Bajil,28,ES,1559771058,50,38.23,-2.07,52.0,4.0
443,Marzuq,0,YE,1559771059,35,14.4,46.47,81.61,6.4
444,Mosquera,40,CO,1559771061,42,4.71,-74.23,68.0,13.87
445,Maniitsoq,90,GL,1559771062,41,65.42,-52.9,51.91,8.97
446,Linjiang,97,CN,1559771063,95,41.81,126.91,56.59,2.3
447,Conway,1,US,1559771065,70,35.09,-92.44,84.2,8.05
448,Sault Sainte Marie,1,CA,1559771066,77,46.49,-84.36,62.6,3.36
449,Yeppoon,100,AU,1559771067,66,-23.13,150.74,51.8,5.82
450,Katangli,41,RU,1559771068,85,51.71,143.23,42.91,4.29
451,Seybaplaya,40,MX,1559771070,42,19.65,-90.67,98.6,11.41
452,Aswan,46,EG,1559771072,18,24.09,32.9,99.43,10.6
453,Banda Aceh,98,ID,1559771074,76,5.56,95.32,83.41,8.25
454,Romans-sur-Isere,1,FR,1559771075,58,45.05,5.06,63.0,11.41
455,Muisne,75,EC,1559771076,83,0.61,-80.02,82.4,11.41
456,Hammerfest,0,NO,1559771078,93,70.66,23.68,42.8,6.93
457,Mahwa,0,IN,1559771079,17,27.05,76.93,97.45,2.62
458,Norman Wells,75,CA,1559771080,70,65.28,-126.83,46.4,10.29
459,Helena,1,US,1559770874,18,46.59,-112.04,80.6,12.75
460,Lavrentiya,0,RU,1559771083,51,65.58,-170.99,56.23,1.54
461,Rabaul,57,PG,1559771084,74,-4.2,152.17,83.95,9.98
462,Miraflores,88,CO,1559771086,90,5.2,-73.14,61.27,3.13
463,Shenkursk,100,RU,1559771087,84,62.11,42.91,53.89,6.13
464,Nobres,0,BR,1559771088,44,-14.72,-56.34,82.69,5.03
465,Taitung,90,TW,1559771089,94,22.76,121.15,62.17,1.59
466,Shahrud,5,IR,1559771091,53,36.42,54.97,53.17,0.78
467,Darnah,0,LY,1559770796,78,32.77,22.64,68.85,0.96
468,Tabou,100,CI,1559771093,83,4.42,-7.36,76.93,3.8
469,Paragominas,20,BR,1559771095,73,-3.0,-47.35,81.25,3.02
470,Kwinana,100,AU,1559771096,20,-32.25,115.77,66.2,14.99
471,Carauari,94,BR,1559771097,92,-4.88,-66.9,80.53,2.73
472,Kupang,20,ID,1559771098,78,-10.16,123.6,75.2,12.75
473,Nuuk,75,GL,1559771097,37,64.17,-51.74,55.4,6.93
474,San Patricio,0,PY,1559771101,84,-26.98,-56.83,63.43,6.29
475,Sagua de Tanamo,98,CU,1559771103,90,20.58,-75.24,79.81,3.13
476,Isla Mujeres,75,MX,1559771104,70,21.23,-86.73,86.0,17.22
477,Somerset,75,US,1559770994,58,37.09,-84.6,89.6,16.11
478,Male,0,UA,1559771107,87,50.74,33.7,61.45,8.95
479,San Jeronimo,0,PE,1559771108,37,-13.65,-73.37,61.45,11.86
480,Vila do Maio,0,CV,1559771109,65,15.13,-23.22,77.0,6.93
481,Troitsko-Pechorsk,92,RU,1559771111,79,62.71,56.19,47.95,3.04
482,Yulara,0,AU,1559771112,65,-25.24,130.99,41.0,8.05
483,Amarante do Maranhao,5,BR,1559771113,74,-5.57,-46.74,77.83,3.18
484,Puerto Escondido,40,MX,1559771115,70,15.86,-97.07,86.0,10.29
485,Laguna,75,MX,1559770951,40,27.52,-110.01,89.6,11.41
486,Alto Lucero,75,MX,1559771117,56,20.95,-97.44,96.8,9.17
487,Dharchula,0,IN,1559771118,25,29.85,80.53,51.55,10.36
488,Kyaikto,100,MM,1559771120,92,17.31,97.01,77.65,2.21
489,Kulhudhuffushi,100,MV,1559771121,78,6.62,73.07,83.59,12.68
490,Turukhansk,62,RU,1559771122,91,65.8,87.96,45.07,6.62
491,Alofi,75,NU,1559771123,83,-19.06,-169.92,80.6,11.41
492,Galesong,40,ID,1559771125,94,-5.32,119.37,77.0,3.36
493,Ventspils,0,LV,1559771126,88,57.39,21.56,64.4,1.12
494,Paulo Afonso,47,BR,1559771127,64,-9.4,-38.23,78.37,9.73
495,Tsaratanana,0,MG,1559771130,81,-16.8,47.65,61.45,11.18
496,Itaberai,0,BR,1559771131,61,-16.02,-49.81,70.81,5.41
497,Port Macquarie,90,AU,1559771132,81,-31.43,152.91,46.4,8.05
498,Tigil,69,RU,1559771133,54,57.8,158.67,55.69,12.46
499,La Ciotat,75,FR,1559771135,82,43.17,5.6,70.0,6.93
500,Verkhoyansk,1,RU,1559771136,40,67.55,133.39,49.21,11.43
501,Homer,1,US,1559770870,71,59.64,-151.54,64.99,12.75
502,Kokopo,62,PG,1559771138,85,-4.34,152.27,75.49,2.42
503,Wairoa,61,NZ,1559771140,68,-39.04,177.43,52.0,3.0
504,Roseburg,1,US,1559771106,34,43.22,-123.34,80.6,11.41
505,Zacualpan,40,MX,1559771142,45,21.25,-105.17,86.0,9.17
506,Brae,45,GB,1559771143,93,60.4,-1.35,48.2,4.7
507,La Palma,84,CO,1559771145,56,5.36,-74.39,84.31,1.68
508,Trairi,38,BR,1559771147,89,-3.28,-39.27,75.49,4.56
509,Kromy,0,RU,1559771148,90,52.69,35.77,57.49,5.93
510,Isagarh,0,IN,1559771149,17,24.84,77.89,98.53,7.38
511,Doka,100,SD,1559771150,42,13.52,35.76,91.51,13.15
512,Zheshart,2,RU,1559771152,87,62.09,49.59,53.35,7.99
513,Chapais,90,CA,1559771153,57,49.78,-74.86,51.8,9.17
514,Yima,77,CN,1559771154,96,34.75,111.87,60.73,6.06
515,Dongsheng,100,CN,1559771155,82,29.72,112.52,72.61,8.66
516,Jumla,0,NP,1559771157,52,29.28,82.18,48.85,4.92
517,Kushiro,1,JP,1559771158,90,43.11,144.15,53.53,3.62
518,Ciudad Bolivar,100,VE,1559771162,52,8.12,-63.55,88.63,4.38
519,Prata,0,BR,1559771167,61,-19.31,-48.92,64.69,5.46
520,Borovoy,95,RU,1559771168,98,63.23,52.89,48.85,4.52
521,Vanimo,98,PG,1559771170,80,-2.67,141.3,80.53,6.02
522,Tashtagol,66,RU,1559771171,70,52.76,87.85,53.89,6.67
523,Clyde River,20,CA,1559771172,93,70.47,-68.59,35.6,10.29
524,Baruun-Urt,100,MN,1559771173,42,46.68,113.28,55.15,3.83
525,Alta Floresta,20,BR,1559771175,55,-9.87,-56.08,87.8,2.24
526,Rawson,0,AR,1559771176,35,-43.3,-65.11,56.77,7.25
527,Avera,90,US,1559771177,94,33.19,-82.53,93.2,12.75
528,Harihar,67,IN,1559771179,81,14.52,75.8,78.73,12.01
529,Dhidhdhoo,100,MV,1559771183,78,6.88,73.1,83.95,14.38
530,Katobu,39,ID,1559771184,93,-4.94,122.53,73.87,2.57
531,Aripuana,87,BR,1559771185,62,-9.17,-60.63,83.77,1.23
532,Moron,100,VE,1559771187,65,10.49,-68.2,85.75,3.44
533,Sobolevo,0,RU,1559771188,90,54.43,31.9,61.09,6.26
534,Vangaindrano,99,MG,1559771189,93,-23.35,47.6,67.21,1.7
535,Mumford,46,GH,1559771191,93,5.26,-0.76,75.85,5.17
536,Uray,61,RU,1559771192,86,60.13,64.8,44.17,8.95
537,Banepa,20,NP,1559771193,94,27.63,85.52,69.8,3.36
538,Boden,0,SE,1559771195,76,65.83,21.69,53.6,3.36
539,Dajal,0,PK,1559771196,8,29.56,70.38,94.39,14.43
540,Inverell,0,AU,1559771197,93,-29.78,151.11,39.99,5.46
541,Popondetta,75,PG,1559771198,66,-8.77,148.24,66.67,2.66
542,Issoudun,90,FR,1559771200,93,46.95,1.99,50.0,8.05
543,Concordia,0,AR,1559771053,74,-31.4,-58.02,66.0,11.99
544,Charlestown,1,US,1559771202,83,41.38,-71.64,75.99,10.29
545,Sorland,0,NO,1559771204,58,67.67,12.69,59.0,16.11
546,Christchurch,44,NZ,1559771022,16,-43.53,172.64,44.01,1.01
547,Solnechnyy,32,RU,1559771206,74,50.72,136.64,55.87,1.3
548,Simbahan,100,PH,1559771208,68,6.3,120.58,84.67,3.13
